left,right,reason,dhash_distance,correlation
train_434,train_447,dhash_2,2,-1.0
train_434,train_463,dhash_2,2,-1.0
train_434,train_465,dhash_1,1,-1.0
train_434,train_467,dhash_0,0,-1.0
train_434,train_485,dhash_2,2,-1.0
train_434,train_487,dhash_2,2,-1.0
train_434,train_491,dhash_2,2,-1.0
train_434,train_492,dhash_2,2,-1.0
train_435,train_436,dhash_1,1,0.9949673414230347
train_435,train_437,dhash_1,1,0.9900286793708801
train_435,train_465,dhash_2,2,-1.0
train_435,train_467,dhash_1,1,-1.0
train_436,train_437,dhash_0,0,0.9955559372901917
train_436,train_444,dhash_2,2,-1.0
train_436,train_445,dhash_2,2,-1.0
train_436,train_447,dhash_2,2,-1.0
train_436,train_463,dhash_2,2,-1.0
train_436,train_465,dhash_1,1,-1.0
train_436,train_467,dhash_0,0,-1.0
train_436,train_485,dhash_2,2,-1.0
train_436,train_487,dhash_2,2,-1.0
train_436,train_491,dhash_2,2,-1.0
train_436,train_492,dhash_2,2,-1.0
train_437,train_444,dhash_2,2,-1.0
train_437,train_445,dhash_2,2,-1.0
train_437,train_447,dhash_2,2,-1.0
train_437,train_463,dhash_2,2,-1.0
train_437,train_465,dhash_1,1,-1.0
train_437,train_467,dhash_0,0,-1.0
train_437,train_485,dhash_2,2,-1.0
train_437,train_487,dhash_2,2,-1.0
train_437,train_491,dhash_2,2,-1.0
train_437,train_492,dhash_2,2,-1.0
train_438,train_439,adjacent_correlated,9,0.9878011345863342
train_441,train_442,dhash_1,1,0.9910708069801331
train_442,train_451,dhash_2,2,-1.0
train_443,train_444,dhash_1,1,0.9839373826980591
train_443,train_446,dhash_2,2,-1.0
train_443,train_447,dhash_1,1,-1.0
train_443,train_465,dhash_2,2,-1.0
train_443,train_483,dhash_1,1,-1.0
train_443,train_490,dhash_1,1,-1.0
train_444,train_445,dhash_2,2,0.9937225580215454
train_444,train_446,dhash_1,1,0.982999861240387
train_444,train_447,dhash_0,0,-1.0
train_444,train_467,dhash_2,2,-1.0
train_444,train_483,dhash_2,2,-1.0
train_444,train_486,dhash_2,2,-1.0
train_444,train_487,dhash_2,2,-1.0
train_444,train_490,dhash_2,2,-1.0
train_445,train_446,adjacent_correlated,3,0.9880823493003845
train_445,train_447,dhash_2,2,0.9868593215942383
train_445,train_467,dhash_2,2,-1.0
train_446,train_447,dhash_1,1,0.9922444820404053
train_446,train_483,dhash_1,1,-1.0
train_446,train_486,dhash_1,1,-1.0
train_447,train_467,dhash_2,2,-1.0
train_447,train_483,dhash_2,2,-1.0
train_447,train_486,dhash_2,2,-1.0
train_447,train_487,dhash_2,2,-1.0
train_447,train_490,dhash_2,2,-1.0
train_451,train_471,dhash_1,1,-1.0
train_453,train_454,dhash_2,2,0.9855119585990906
train_453,train_455,adjacent_correlated,4,0.9859341382980347
train_454,train_455,dhash_2,2,0.9944928288459778
train_454,train_456,adjacent_correlated,5,0.9953024387359619
train_455,train_456,adjacent_correlated,5,0.9934003353118896
train_463,train_464,dhash_1,1,0.9797540903091431
train_463,train_465,dhash_1,1,0.9732904434204102
train_463,train_467,dhash_2,2,-1.0
train_463,train_485,dhash_2,2,-1.0
train_464,train_465,dhash_2,2,0.9877049922943115
train_465,train_466,dhash_2,2,0.9847134351730347
train_465,train_467,dhash_1,1,0.9714195132255554
train_465,train_485,dhash_1,1,-1.0
train_467,train_485,dhash_2,2,-1.0
train_467,train_487,dhash_2,2,-1.0
train_467,train_491,dhash_2,2,-1.0
train_467,train_492,dhash_2,2,-1.0
train_477,train_494,dhash_2,2,-1.0
train_483,train_484,dhash_2,2,0.9863042235374451
train_483,train_485,dhash_2,2,0.9826012253761292
train_483,train_486,dhash_2,2,-1.0
train_483,train_490,dhash_2,2,-1.0
train_485,train_486,adjacent_correlated,4,0.9852719306945801
train_485,train_491,dhash_2,2,-1.0
train_487,train_490,dhash_2,2,-1.0
train_491,train_492,dhash_2,2,0.9714531898498535
